car_model,year,model,version,door_count,nr_seats,color,gearbox,engine_capacity,engine_power,transmission,fuel_type,body_type,new_used,mileage,no_accident,country_origin,has_registration,registered,price
chevrolet,2009,Camaro,,2,4,Żółty,Automatyczna,6 162 cm3,405 KM,Na tylne koła,Benzyna,Coupe,Używany,150 000 km,Tak,Kanada,Tak,Tak,25 000
chevrolet,2018,Camaro,,2,,Pomarańczowy,Automatyczna,6 162 cm3,453 KM,Na tylne koła,Benzyna,Coupe,Używany,67 790 km,,,,,"199 899,99"
chevrolet,1987,G,,4,4,Szary,Automatyczna,5 733 cm3,162 KM,,Benzyna,Minivan,Używany,93 500 km,,Stany Zjednoczone,Tak,,53 900
chevrolet,2012,Spark,,5,5,Inny kolor,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,123 020 km,,,Tak,Tak,12 900
chevrolet,2017,Corvette,Stingray 2LT 6.2 V8 Automatik,3,,Czarny,Automatyczna,6 162 cm3,482 KM,Na tylne koła,Benzyna,Coupe,Używany,26 397 km,,,,,119 000
chevrolet,2004,Corvette,5.7,2,2,Czarny,Automatyczna,5 666 cm3,350 KM,Na tylne koła,Benzyna,Coupe,Używany,103 000 km,Tak,Stany Zjednoczone,Tak,Tak,84 500
chevrolet,2011,Orlando,2.0 D LT+,5,7,Czarny,Manualna,1 998 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,215 000 km,Tak,Belgia,,,24 900
chevrolet,2020,Camaro,Cabriolet 6.2 V8,2,4,Czarny,Automatyczna,6 162 cm3,453 KM,Na tylne koła,Benzyna,Kabriolet,Używany,90 000 km,,Stany Zjednoczone,,Tak,195 570
chevrolet,2012,Cruze,,5,5,Niebieski,Manualna,1 598 cm3,124 KM,,Benzyna,Auta małe,Używany,200 000 km,,,Tak,Tak,18 500
chevrolet,2013,Spark,1.0 LS A/C,5,5,Biały,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,180 500 km,Tak,Niemcy,Tak,,13 900
chevrolet,2018,Corvette,,2,2,Czarny,Automatyczna,6 162 cm3,466 KM,Na tylne koła,Benzyna,Coupe,Używany,70 012 km,,Stany Zjednoczone,Tak,Tak,315 000
chevrolet,2011,Cruze,2.0 VDCi LS,4,5,Srebrny,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Sedan,Używany,197 000 km,Tak,Dania,Tak,Tak,21 500
chevrolet,2014,Orlando,,5,7,Srebrny,Automatyczna,1 998 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,300 000 km,Tak,,Tak,Tak,24 400
chevrolet,2016,Malibu,,5,5,Srebrny,Automatyczna,1 500 cm3,160 KM,Na przednie koła,Benzyna,Sedan,Używany,195 000 km,Tak,Niemcy,Tak,,35 900
chevrolet,2013,Cruze,1.8 LTZ,5,5,Szary,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna+LPG,Auta małe,Używany,172 000 km,,,Tak,,27 999
chevrolet,1994,Corvette,5.7,2,,Niebieski,Automatyczna,5 733 cm3,304 KM,,Benzyna,Coupe,Używany,160 000 km,,,,,51 500
chevrolet,2019,Camaro,,2,4,Zielony,Automatyczna,6 162 cm3,520 KM,Na tylne koła,Benzyna,Coupe,Używany,27 791 km,,,,Tak,194 900
chevrolet,2012,Captiva,2.4 2WD LT,5,7,Szary,Manualna,2 384 cm3,167 KM,Na przednie koła,Benzyna,SUV,Używany,163 000 km,Tak,,,Tak,36 900
chevrolet,2017,Camaro,,2,4,Czarny,Automatyczna,6 162 cm3,650 KM,Na tylne koła,Benzyna,Coupe,Używany,32 000 km,,Stany Zjednoczone,Tak,Tak,254 000
chevrolet,2019,Corvette,Stingray 3LT 6.2 V8 Cabrio Automatik,2,2,Pomarańczowy,Automatyczna,6 162 cm3,466 KM,Na tylne koła,Benzyna,Kabriolet,Używany,17 989 km,,Stany Zjednoczone,Tak,Tak,299 200
chevrolet,2009,Cruze,2.0 VDCi LS,4,,Srebrny,Manualna,1 991 cm3,150 KM,Na przednie koła,Diesel,Sedan,Używany,189 000 km,,,Tak,,14 900
chevrolet,2017,Camaro,,2,4,Czerwony,Manualna,1 998 cm3,275 KM,Na tylne koła,Benzyna,Coupe,Używany,112 439 km,,Polska,Tak,Tak,99 990
chevrolet,2012,Orlando,1.4T LT,5,7,Czarny,Manualna,1 362 cm3,140 KM,Na przednie koła,Benzyna,Kombi,Używany,103 000 km,,,Tak,,32 900
chevrolet,2014,Camaro,,2,4,Czarny,Automatyczna,6 162 cm3,432 KM,Na tylne koła,Benzyna,Coupe,Używany,155 000 km,,Stany Zjednoczone,Tak,Tak,85 000
chevrolet,2011,Aveo,,5,5,Szary,Manualna,1 399 cm3,101 KM,Na przednie koła,Benzyna,Kompakt,Używany,150 000 km,Tak,Niemcy,Tak,,17 000
chevrolet,2012,Cruze,,5,5,Czarny,Manualna,1 686 cm3,130 KM,,Diesel,Kompakt,Używany,155 000 km,,,Tak,,20 000
chevrolet,2012,Captiva,,5,,Błękitny,Manualna,2 231 cm3,163 KM,,Diesel,SUV,Używany,207 000 km,,,Tak,,23 900
chevrolet,1978,Corvette,,2,,Czerwony,Automatyczna,5 700 cm3,200 KM,,Benzyna,Coupe,Używany,89 630 km,,,Tak,,69 000
chevrolet,2001,Suburban,,5,5,Biały,Automatyczna,8 128 cm3,341 KM,Na tylne koła,Benzyna,SUV,Używany,750 000 km,,,Tak,,55 000
chevrolet,2013,Cruze,,5,,Szary,Manualna,1 364 cm3,140 KM,Na przednie koła,Benzyna,Kombi,Używany,75 000 km,,,Tak,,28 900
chevrolet,2011,Spark,1.2 LT,5,5,Srebrny,Manualna,1 206 cm3,82 KM,Na przednie koła,Benzyna,Auta małe,Używany,62 000 km,,Niemcy,,,15 600
chevrolet,2015,Corvette,,2,2,Biały,Automatyczna,6 162 cm3,466 KM,Na tylne koła,Benzyna,Kabriolet,Używany,109 000 km,,,Tak,,209 000
chevrolet,2011,Spark,,5,5,Niebieski,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta małe,Używany,106 450 km,Tak,Niemcy,,,13 900
chevrolet,2012,Spark,1.2 LT,5,5,Biały,Manualna,1 206 cm3,82 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,154 000 km,,,Tak,,16 300
chevrolet,2013,Trax,1.7TD LS,5,5,Biały,Manualna,1 686 cm3,130 KM,Na przednie koła,Diesel,SUV,Używany,192 000 km,Tak,Niemcy,Tak,,33 900
chevrolet,2010,Captiva,2.0 4WD 7 Sitzer LT,5,7,Biały,Manualna,1 991 cm3,150 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,207 000 km,Tak,Niemcy,Tak,Tak,24 500
chevrolet,2012,Cruze,1.6 LT,4,5,Srebrny,Manualna,1 598 cm3,124 KM,Na przednie koła,Benzyna,Sedan,Używany,165 624 km,Tak,Polska,Tak,Tak,24 900
chevrolet,2014,Trax,,5,5,Bordowy,Manualna,1 364 cm3,140 KM,Na przednie koła,Benzyna,SUV,Używany,129 600 km,,,,,39 900
chevrolet,2011,Spark,1.2 LT,5,5,Fioletowy,Manualna,1 206 cm3,81 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,117 000 km,,,Tak,Tak,18 000
chevrolet,2009,Captiva,,5,7,Inny kolor,Manualna,1 991 cm3,150 KM,Na przednie koła,Diesel,SUV,Używany,213 000 km,Tak,,,,24 900
chevrolet,2013,Aveo,1.2 LS,5,5,Czarny,Manualna,1 229 cm3,86 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,154 657 km,,Polska,Tak,Tak,17 800
chevrolet,2009,Aveo,,4,5,Czarny,Manualna,1 200 cm3,72 KM,Na przednie koła,Benzyna,Sedan,Używany,201 000 km,,Niemcy,,,9 999
chevrolet,1976,Corvette,,2,,Złoty,Automatyczna,5 733 cm3,200 KM,,Benzyna,Coupe,Używany,8 878 km,,,,,94 999
chevrolet,2013,Orlando,2.0 D LT+,5,,Czarny,Manualna,1 998 cm3,130 KM,Na przednie koła,Diesel,Minivan,Używany,156 000 km,,,Tak,,26 700
chevrolet,2013,Captiva,2.2 Diesel 4WD Automatik LTZ,5,7,Biały,Automatyczna,2 231 cm3,183 KM,4x4 (stały),Diesel,SUV,Używany,247 101 km,Tak,Niemcy,Tak,Tak,39 999
chevrolet,2011,Aveo,1.2 16V Base / Classic,5,5,Szary,Manualna,1 206 cm3,84 KM,Na przednie koła,Benzyna,Kompakt,Używany,78 224 km,Tak,Polska,Tak,Tak,13 400
chevrolet,2012,Captiva,2.2 TD AWD LTZ,5,7,Czarny,Manualna,2 231 cm3,184 KM,4x4 (stały),Diesel,SUV,Używany,220 000 km,Tak,Niemcy,Tak,Tak,32 900
chevrolet,2011,Spark,,5,5,Srebrny,Manualna,998 cm3,68 KM,Na przednie koła,Benzyna,Auta małe,Używany,173 000 km,Tak,,,,15 900
chevrolet,2012,Cruze,1.8 LS+,5,5,Srebrny,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna,Kompakt,Używany,137 567 km,Tak,Niemcy,Tak,Tak,22 999
chevrolet,2012,Cruze,Station Wagon 1.6 LS+,5,5,Biały,Manualna,1 598 cm3,124 KM,Na przednie koła,Benzyna,Kombi,Używany,183 000 km,,,,Tak,21 999
chevrolet,2012,Cruze,2.0 D LT+,5,5,Czarny,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Kompakt,Używany,285 000 km,Tak,Polska,Tak,Tak,17 900
chevrolet,2012,Orlando,,5,7,Czarny,Manualna,1 998 cm3,163 KM,,Diesel,Minivan,Używany,246 000 km,,,,,25 800
chevrolet,2011,Cruze,2.0 D LT+,5,5,Srebrny,Automatyczna,1 998 cm3,163 KM,Na przednie koła,Diesel,Auta miejskie,Używany,177 000 km,Tak,,Tak,Tak,20 000
chevrolet,2016,Corvette,,2,2,Żółty,Automatyczna,6 162 cm3,659 KM,Na tylne koła,Benzyna,Coupe,Używany,10 035 km,,Kanada,Tak,Tak,320 000
chevrolet,2013,Cruze,1.8 LT,5,5,Czarny,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna,Kompakt,Używany,200 000 km,,Dania,Tak,Tak,24 999
chevrolet,2013,Captiva,2.2 d LTZ,5,7,Srebrny,Automatyczna,2 231 cm3,183 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,279 254 km,Tak,,Tak,Tak,32 300
chevrolet,2014,Spark,1.2 LS+,5,5,Czerwony,Manualna,1 206 cm3,82 KM,Na przednie koła,Benzyna,Auta małe,Używany,170 000 km,Tak,Niemcy,Tak,Tak,18 500
chevrolet,2015,Camaro,3.6 V6 Coupe 2LT,2,4,Szary,Automatyczna,3 600 cm3,323 KM,Na tylne koła,Benzyna,Coupe,Używany,178 400 km,Tak,Stany Zjednoczone,Tak,Tak,77 700
chevrolet,2012,Spark,1.0 Base,5,5,Zielony,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,144 000 km,,,,,11 900
chevrolet,2012,Aveo,,5,5,Błękitny,Manualna,1 248 cm3,95 KM,Na przednie koła,Diesel,Kompakt,Używany,212 179 km,Tak,Polska,Tak,Tak,13 500
chevrolet,2020,Blazer,,5,5,Czarny,Automatyczna,3 600 cm3,307 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,89 000 km,,Stany Zjednoczone,Tak,Tak,99 000
chevrolet,2010,Cruze,2.0 VDCi LT,4,5,Czarny,Manualna,1 991 cm3,150 KM,Na przednie koła,Diesel,Sedan,Używany,174 000 km,,,Tak,,18 500
chevrolet,2011,Orlando,2.0 D LT+,5,7,Złoty,Automatyczna,1 998 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,245 000 km,,,Tak,,17 900
chevrolet,2011,Aveo,,4,5,Srebrny,Manualna,1 399 cm3,101 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,142 579 km,Tak,Niemcy,,,17 900
chevrolet,2008,Captiva,2.4 2WD 5 Sitzer LS,5,5,Czarny,Manualna,2 405 cm3,136 KM,Na przednie koła,Benzyna+LPG,SUV,Używany,175 824 km,Tak,,Tak,,17 500
chevrolet,2013,Cruze,1.8 LT,5,5,Srebrny,Manualna,1 796 cm3,141 KM,,Benzyna,Coupe,Używany,80 400 km,,,Tak,,27 500
chevrolet,2016,Camaro,Coupe 2.0,2,4,Inny kolor,Automatyczna,1 998 cm3,275 KM,,Benzyna,Coupe,Używany,130 000 km,,,Tak,,91 000
chevrolet,2022,Corvette,,2,2,Biały,Automatyczna,6 162 cm3,481 KM,4x4 (stały),Benzyna,Coupe,Używany,6 002 km,,,Tak,,480 000
chevrolet,2011,Captiva,,5,7,Czarny,Manualna,2 384 cm3,167 KM,4x4 (stały),Benzyna,SUV,Używany,150 000 km,Tak,Niemcy,Tak,,37 900
chevrolet,1999,Corvette,5.7,2,2,Złoty,Automatyczna,5 666 cm3,350 KM,Na tylne koła,Benzyna,Coupe,Używany,196 000 km,Tak,,Tak,Tak,89 000
chevrolet,2019,Camaro,Coupe 6.2 V8,2,4,Granatowy,Automatyczna,6 162 cm3,453 KM,Na tylne koła,Benzyna,Coupe,Używany,58 879 km,,,,,"199 899,99"
chevrolet,2009,Aveo,,5,5,Inny kolor,Manualna,1 399 cm3,101 KM,,Benzyna,Auta małe,Używany,162 000 km,Tak,Niemcy,Tak,,12 900
chevrolet,2006,Aveo,,4,5,Niebieski,Manualna,1 150 cm3,72 KM,Na przednie koła,Benzyna,Sedan,Używany,163 664 km,,Polska,,Tak,10 000
chevrolet,2013,Spark,1.0 LS+ Design,5,5,Niebieski,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,169 000 km,,Niemcy,,,17 700
chevrolet,2019,Camaro,,2,4,Biały,Automatyczna,3 640 cm3,334 KM,Na tylne koła,Benzyna,Kabriolet,Używany,67 000 km,,Stany Zjednoczone,Tak,Tak,96 999
chevrolet,2007,Matiz,,5,5,Srebrny,Manualna,995 cm3,67 KM,Na przednie koła,Benzyna,Auta małe,Używany,123 899 km,Tak,Niemcy,Tak,Tak,6 300
chevrolet,2023,Camaro,,2,,Pomarańczowy,Automatyczna,6 200 cm3,650 KM,,Benzyna,Coupe,Używany,12 000 km,Tak,,Tak,Tak,339 000
chevrolet,2007,Matiz,,5,5,Czerwony,Manualna,995 cm3,67 KM,,Benzyna,Kompakt,Używany,99 122 km,,,Tak,,6 999
chevrolet,2013,Trax,1.4T AWD LS+,5,5,Bordowy,Manualna,1 364 cm3,140 KM,4x4 (stały),Benzyna,SUV,Używany,31 800 km,,Niemcy,,,44 900
chevrolet,2020,Silverado,,4,6,Czerwony,Automatyczna,4 300 cm3,288 KM,,Benzyna,SUV,Używany,155 000 km,,,Tak,,129 999
chevrolet,2012,Orlando,2.0 TD LTZ+,5,,Biały,Automatyczna,1 998 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,198 348 km,Tak,Niemcy,Tak,,26 900
chevrolet,2009,Cruze,,4,5,Czarny,Manualna,1 598 cm3,113 KM,Na przednie koła,Benzyna+LPG,Sedan,Używany,195 918 km,,Polska,,Tak,9 000
chevrolet,2018,Camaro,Coupe 6.2 V8,2,4,Biały,Automatyczna,6 162 cm3,453 KM,Na tylne koła,Benzyna,Coupe,Używany,72 000 km,,,Tak,Tak,139 900
chevrolet,2013,Orlando,2.0 TD LTZ,5,,Czarny,Automatyczna,1 998 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,212 000 km,,,Tak,,27 800
chevrolet,2013,Cruze,,5,5,Biały,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,246 712 km,Tak,Polska,Tak,Tak,19 990
chevrolet,2014,Silverado,5.3 Crew Cab LT2 4x4,4,6,Zielony,Automatyczna,5 292 cm3,315 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,240 000 km,,Stany Zjednoczone,Tak,Tak,97 000
chevrolet,2013,Trax,1.4T AWD LS,5,5,Niebieski,Manualna,1 364 cm3,140 KM,4x4 (dołączany automatycznie),Benzyna,SUV,Używany,172 000 km,Tak,Niemcy,Tak,,32 900
chevrolet,2012,Orlando,2.0 D LT+,5,7,Czarny,Automatyczna,1 998 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,181 200 km,,,Tak,,31 000
chevrolet,2012,Malibu,2.0 d LT,4,5,Czarny,Manualna,1 956 cm3,160 KM,Na przednie koła,Diesel,Sedan,Używany,80 475 km,Tak,Niemcy,Tak,,34 000
chevrolet,2012,Captiva,,5,7,Czarny,Automatyczna,2 231 cm3,183 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,156 000 km,Tak,Niemcy,,Tak,39 800
chevrolet,2012,Captiva,2.2 d LTZ,5,7,Szary,Automatyczna,2 231 cm3,183 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,202 000 km,Tak,Polska,Tak,Tak,30 500
chevrolet,2007,Captiva,2.0 d LT high 5os,5,5,Granatowy,Manualna,1 991 cm3,150 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,241 000 km,,,Tak,Tak,16 400
chevrolet,2012,Cruze,2.0 D LTZ,5,5,Błękitny,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Kombi,Używany,139 000 km,Tak,Niemcy,Tak,Tak,27 900
chevrolet,2011,Spark,1.0 Base,5,5,Czerwony,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta małe,Używany,111 984 km,Tak,Polska,Tak,Tak,13 700
chevrolet,2011,Cruze,,5,5,Niebieski,Manualna,1 598 cm3,124 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,150 000 km,Tak,Polska,Tak,Tak,19 500
chevrolet,2010,Captiva,2.4 2WD 7 Sitzer LS Family Edition,5,7,Szary,Manualna,2 405 cm3,136 KM,Na przednie koła,Benzyna,SUV,Używany,196 000 km,Tak,Niemcy,Tak,,24 900
chevrolet,2013,Orlando,,5,7,Bordowy,Manualna,1 998 cm3,130 KM,Na przednie koła,Diesel,Minivan,Używany,177 620 km,,,,Tak,24 000
chevrolet,2010,Spark,1.2 LS,5,5,Czerwony,Manualna,1 206 cm3,81 KM,Na przednie koła,Benzyna,Auta małe,Używany,113 500 km,,Niemcy,Tak,Tak,12 499
chevrolet,2009,Aveo,1.4 LT+,5,5,Czerwony,Manualna,1 398 cm3,100 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,149 000 km,Tak,Niemcy,Tak,,12 900
chevrolet,2012,Cruze,,4,5,Czarny,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Sedan,Używany,232 499 km,Tak,Francja,Tak,Tak,19 900
chevrolet,2011,Captiva,2.2 TD AWD LTZ,5,7,Czarny,Manualna,2 231 cm3,184 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,190 000 km,Tak,Francja,Tak,Tak,34 500
chevrolet,1985,Camaro,,2,,Bordowy,Automatyczna,5 022 cm3,230 KM,,Benzyna,Coupe,Używany,100 000 km,,,Tak,,37 500
chevrolet,2016,Camaro,Coupe 6.2 V8,2,4,Szary,Automatyczna,6 162 cm3,453 KM,Na tylne koła,Benzyna,Coupe,Używany,179 000 km,,Stany Zjednoczone,Tak,Tak,148 000
chevrolet,2011,Matiz,0.8 S,5,5,Czerwony,Manualna,796 cm3,52 KM,Na przednie koła,Benzyna,Kompakt,Używany,71 000 km,,,Tak,,6 700
chevrolet,2011,Orlando,,5,7,Czarny,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna,Minivan,Używany,193 000 km,Tak,Niemcy,,,28 500
chevrolet,2014,Corvette,,3,2,Żółty,Manualna,6 162 cm3,466 KM,Na tylne koła,Benzyna,Kabriolet,Używany,33 700 km,,Stany Zjednoczone,Tak,Tak,159 900
chevrolet,2011,Cruze,2.0 D LT+,5,5,Czarny,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Sedan,Używany,192 000 km,,,Tak,,18 900
chevrolet,2014,Spark,1.0,5,5,Czerwony,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta małe,Używany,130 800 km,,,Tak,Tak,14 900
chevrolet,2011,Captiva,2.2 d LT+,5,7,Złoty,Automatyczna,2 231 cm3,183 KM,4x4 (stały),Diesel,SUV,Używany,122 800 km,Tak,Polska,Tak,Tak,39 000
chevrolet,2013,Volt,,5,4,Biały,Automatyczna,1 398 cm3,150 KM,Na przednie koła,Hybryda Plug-in,Auta miejskie,Używany,159 000 km,Tak,Holandia,Tak,Tak,39 500
chevrolet,2008,Aveo,1.2 16V LS,5,5,Bordowy,Manualna,1 206 cm3,84 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,233 000 km,Tak,Austria,Tak,Tak,7 900
chevrolet,2024,Camaro,,2,,Złoty,Automatyczna,6 164 cm3,650 KM,,Benzyna,Coupe,Nowy,10 km,Tak,,,,639 900
chevrolet,2023,Silverado,,4,,Czarny,Automatyczna,6 164 cm3,420 KM,,Benzyna,SUV,Nowy,10 km,Tak,Polska,,,499 900
chevrolet,2010,Spark,1.2 LS,5,5,Czerwony,Manualna,1 206 cm3,81 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,139 000 km,,Austria,,,10 900
chevrolet,2010,Spark,1.0 LS A/C,5,5,Biały,Manualna,995 cm3,68 KM,Na przednie koła,Benzyna,Auta małe,Używany,108 500 km,Tak,Niemcy,Tak,Tak,11 700
chevrolet,2006,Nubira,1.8 Kombi CDX,5,5,Srebrny,Manualna,1 796 cm3,121 KM,Na przednie koła,Benzyna,Kombi,Używany,142 102 km,Tak,Niemcy,Tak,,9 900
chevrolet,2013,Aveo,1.3 D LT,5,5,Biały,Manualna,1 248 cm3,95 KM,Na przednie koła,Diesel,Auta małe,Używany,141 913 km,,,Tak,,19 000
chevrolet,2012,Cruze,1.8 LT+,5,5,Czarny,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,185 000 km,Tak,Polska,Tak,Tak,23 500
chevrolet,2008,Captiva,,5,7,Czarny,Manualna,2 405 cm3,136 KM,,Benzyna+LPG,SUV,Używany,215 000 km,,,Tak,,18 500
chevrolet,2012,Cruze,,4,5,Szary,Manualna,1 598 cm3,124 KM,Na przednie koła,Benzyna,Sedan,Używany,285 263 km,Tak,Polska,Tak,Tak,16 900
chevrolet,2010,Cruze,1.6,4,5,Czarny,Manualna,1 598 cm3,113 KM,Na przednie koła,Benzyna,Sedan,Używany,228 000 km,Tak,Szwajcaria,Tak,Tak,20 900
chevrolet,2024,Corvette,,2,2,Czarny,Automatyczna,6 162 cm3,482 KM,Na tylne koła,Benzyna,Coupe,Nowy,9 km,Tak,Polska,,,689 900
chevrolet,2008,Kalos,1.4 16V SX Sport,5,,Pomarańczowy,Manualna,1 399 cm3,94 KM,Na przednie koła,Benzyna,Auta miejskie,Używany,189 000 km,,,Tak,,7 500
chevrolet,2011,Cruze,1.6 LS,4,5,Czarny,Manualna,1 598 cm3,113 KM,Na przednie koła,Benzyna,Sedan,Używany,158 000 km,Tak,Szwecja,Tak,Tak,26 900
chevrolet,1986,Camaro,,2,3,Czerwony,Manualna,5 000 cm3,200 KM,Na tylne koła,Benzyna,Auta miejskie,Używany,175 000 km,,Stany Zjednoczone,,Tak,54 900
chevrolet,2014,Cruze,1.8 LT,5,5,Czarny,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna,Kompakt,Używany,182 600 km,Tak,Szwajcaria,Tak,,27 900
chevrolet,2008,Captiva,2.0 d LT high,5,7,Czarny,Automatyczna,1 991 cm3,150 KM,4x4 (dołączany automatycznie),Diesel,SUV,Używany,228 000 km,,,Tak,,21 000
chevrolet,2011,Aveo,1.2 LS,5,5,Brązowy,Manualna,1 229 cm3,70 KM,Na przednie koła,Benzyna,Auta małe,Używany,98 000 km,Tak,Polska,Tak,Tak,18 800
chevrolet,2011,Cruze,1.8 LT,4,5,Biały,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna,Sedan,Używany,172 000 km,Tak,Niemcy,Tak,Tak,23 500
chevrolet,2012,Orlando,2.0 TD LTZ+,5,7,Szary,Manualna,1 998 cm3,163 KM,Na przednie koła,Diesel,Minivan,Używany,198 000 km,Tak,Niemcy,Tak,,21 999
chevrolet,2009,Cruze,1.6,4,5,Czarny,Manualna,1 598 cm3,113 KM,Na przednie koła,Benzyna,Sedan,Używany,234 000 km,,Polska,Tak,Tak,10 999
chevrolet,2015,Camaro,3.6 V6 Coupe 1LS,2,4,Biały,Manualna,3 600 cm3,323 KM,Na tylne koła,Benzyna,Coupe,Używany,183 500 km,,,,,52 900
chevrolet,2011,Aveo,,5,5,Czerwony,Manualna,1 206 cm3,84 KM,,Benzyna,Sedan,Używany,111 000 km,Tak,Polska,Tak,Tak,10 900
chevrolet,1993,Chevy Van,,5,7,Granatowy,Automatyczna,6 200 cm3,155 KM,,Diesel,Minivan,Używany,277 484 km,Tak,Norwegia,Tak,Tak,25 000
chevrolet,2011,Captiva,,5,,Szary,Manualna,2 405 cm3,136 KM,,Benzyna,SUV,Używany,150 900 km,,,Tak,,23 800
chevrolet,2011,Cruze,1.8 LT MY11,4,,Srebrny,Manualna,1 796 cm3,141 KM,Na przednie koła,Benzyna,Kompakt,Używany,210 000 km,Tak,,Tak,,13 900
chevrolet,2017,Corvette,,2,2,Biały,Automatyczna,6 162 cm3,466 KM,Na tylne koła,Benzyna,Coupe,Używany,19 640 km,,Stany Zjednoczone,Tak,Tak,199 900
chevrolet,2013,Cruze,,5,5,Brązowy,Manualna,1 362 cm3,140 KM,Na przednie koła,Benzyna+LPG,Kombi,Używany,190 000 km,,,Tak,Tak,21 900
chevrolet,2021,Corvette,Stingray 2LT 6.2 V8 Cabrio Automatik,2,1,Czerwony,Automatyczna,6 162 cm3,466 KM,Na tylne koła,Benzyna,Kabriolet,Używany,39 000 km,Tak,Stany Zjednoczone,Tak,Tak,414 900
chevrolet,2021,Camaro,,2,5,Niebieski,Automatyczna,6 162 cm3,453 KM,Na tylne koła,Benzyna,Coupe,Używany,62 000 km,,Stany Zjednoczone,Tak,Tak,139 999
chevrolet,2017,Camaro,,2,4,Szary,Automatyczna,6 162 cm3,580 KM,,Benzyna,Coupe,Używany,47 258 km,,,Tak,,205 000
chevrolet,2011,Captiva,2.0 d LS,5,7,Czarny,Manualna,1 991 cm3,127 KM,Na przednie koła,Diesel,SUV,Używany,250 000 km,Tak,,,Tak,24 500
chevrolet,2010,Captiva,2.4 2WD 7 Sitzer LS,5,7,Szary,Manualna,2 405 cm3,136 KM,Na przednie koła,Benzyna+LPG,SUV,Używany,174 000 km,Tak,Niemcy,,Tak,25 900
chevrolet,2011,Aveo,,5,5,Biały,Manualna,1 229 cm3,86 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,129 000 km,Tak,Niemcy,Tak,Tak,21 400
chevrolet,2009,Nubira,1.8 Kombi CDX Leder,5,5,Niebieski,Manualna,1 796 cm3,121 KM,Na przednie koła,Benzyna,Kombi,Używany,191 000 km,,Niemcy,Tak,,9 500
chevrolet,2006,Lacetti,,5,5,Zielony,Manualna,1 399 cm3,95 KM,Na przednie koła,Benzyna,Kompakt,Używany,161 423 km,,,Tak,Tak,4 500
chevrolet,2013,Cruze,1.6 LT,5,5,Biały,Manualna,1 598 cm3,124 KM,Na przednie koła,Benzyna+LPG,Kompakt,Używany,100 212 km,Tak,,Tak,,28 000
chevrolet,2019,Camaro,,2,4,Czerwony,Manualna,3 640 cm3,453 KM,Na tylne koła,Benzyna,Kabriolet,Używany,72 000 km,,Stany Zjednoczone,Tak,Tak,135 000
chevrolet,2012,Cruze,Station Wagon 1.7TD LT+,5,5,Czarny,Manualna,1 686 cm3,130 KM,,Diesel,Kombi,Używany,189 000 km,Tak,Niemcy,Tak,Tak,22 900
